,years_competed,classes_competed,finish_placements,finish_marks
Amon Terer,"[2016, 2017]","['SR-4', 'SR-4']","['21', '5']","['14:12.54', '14:36.78']"
Thomas Awad,[2016],['SR-4'],['22'],['14:21.06']
Steven Flynn,[2016],['JR-3'],['23'],['14:28.08']
James Dwyer,[2016],['SR-4'],['24'],['14:44.14']
Jack Bruce,[2017],['JR-3'],['2'],['14:35.88']
Marc  Scott,[2017],['SR-4'],['4'],['14:36.57']
Joe Klecker,[2017],['SO-2'],['7'],['14:38.03']
John Dressel,"[2017, 2019]","['SO-2', 'JR-3']","['8', '14']","['14:38.40', '14:18.03']"
Peter Seufer,"[2017, 2019]","['SO-2', 'JR-3']","['9', '12']","['14:38.44', '14:13.91']"
Clayton Young,"[2017, 2018, 2019]","['SO-2', 'JR-3', 'SR-4']","['10', '12', '6']","['14:38.45', '14:02.17', '14:09.00']"
Zach Perrin,"[2017, 2018]","['JR-3', 'SR-4']","['11', '19']","['14:41.50', '14:16.56']"
Zach Long,"[2017, 2018, 2019]","['SO-2', 'JR-3', 'SR-4']","['12', '23', '21']","['14:42.94', '14:28.97', '14:52.83']"
Craig Lautenslager,[2017],['SR-4'],['13'],['14:43.36']
Daniel De La Torre,[2017],['JR-3'],['14'],['14:43.49']
Joe Hardy,[2017],['JR-3'],['15'],['14:43.50']
Jonathan  Davis,[2017],['FR-1'],['16'],['14:45.28']
Julian  Oakley,[2017],['SR-4'],['17'],['14:45.63']
Emmanuel Rotich,[2017],['SO-2'],['18'],['14:50.62']
Cole Rockhold,"[2017, 2018]","['SO-2', 'JR-3']","['19', '11']","['14:50.92', '14:00.96']"
Jason Crist,[2017],['SR-4'],['20'],['14:53.63']
Jacob Choge,[2017],['FR-1'],['21'],['14:55.95']
Azaria Kirwa,"[2017, 2019]","['SO-2', 'SR-4']","['22', '19']","['14:59.12', '14:27.38']"
Bryce Stroede,[2017],['JR-3'],['23'],['15:00.50']
Euan Makepeace,"[2017, 2021]","['SO-2', 'SR-4']","['24', '22']","['15:04.42', '13:56.48']"
Andy Trouard,[2018],['SR-4'],['4'],['13:55.46']
Amon Kemboi,"[2018, 2021, 2022]","['SO-2', 'JR-3', 'SR-4']","['5', '21', '15']","['13:56.37', '13:46.44', '13:37.13']"
Dillon Maggard,[2018],['SR-4'],['6'],['13:57.40']
Edwin Kurgat,"[2018, 2019]","['SO-2', 'JR-3']","['7', '5']","['13:58.01', '14:08.26']"
Vincent Kiprop,"[2018, 2021]","['JR-3', 'SR-4']","['9', '20']","['13:59.60', '13:46.42']"
Jaret Carpenter,[2018],['SO-2'],['10'],['14:00.01']
Gilbert Kigen,"[2018, 2019]","['JR-3', 'SR-4']","['13', '4']","['14:03.06', '14:08.12']"
Philo Germano,[2018],['SR-4'],['14'],['14:03.57']
Conor Lundy,"[2018, 2021]","['SO-2', 'SR-4']","['15', '18']","['14:04.08', '13:39.67']"
Ben Veatch,"[2018, 2021]","['FR-1', 'JR-3']","['16', '24']","['14:06.40', '14:09.60']"
Cooper Teare,"[2018, 2019, 2021]","['FR-1', 'SO-2', 'JR-3']","['17', '22', '1']","['14:08.18', '15:04.51', '13:12.27']"
Alfred Chelanga,[2018],['JR-3'],['20'],['14:19.36']
Connor McMillan,[2018],['JR-3'],['24'],['14:29.12']
Thomas Ratcliffe,"[2019, 2021]","['SO-2', 'SR-4']","['3', '7']","['14:07.92', '13:20.88']"
Conner Mantz,[2019],['SO-2'],['7'],['14:09.20']
Kyle Mau,[2019],['JR-3'],['8'],['14:09.62']
Robert Brandt,[2019],['JR-3'],['9'],['14:10.19']
Geordie Beamish,[2019],['JR-3'],['10'],['14:13.18']
Ian Shanklin,"[2019, 2021]","['FR-1', 'SO-2']","['11', '9']","['14:13.57', '13:23.48']"
Morgan Beadlescomb,"[2019, 2021, 2022]","['SO-2', 'JR-3', 'SR-4']","['13', '8', '2']","['14:17.59', '13:21.40', '13:28.38']"
Luis Grijalva,"[2019, 2021]","['SO-2', 'JR-3']","['15', '2']","['14:20.86', '13:13.14']"
Kigen Chemadi,[2019],['JR-3'],['16'],['14:22.92']
Aaron Templeton,[2019],['SR-4'],['17'],['14:24.41']
Brodey  Hasty,[2019],['FR-1'],['18'],['14:25.54']
Brian Zabilski,[2019],['SR-4'],['20'],['14:29.13']
Luke Landis,[2019],['JR-3'],['23'],['15:16.00']
Athanas  Kioko,"[2021, 2022]","['JR-3', 'SR-4']","['3', '19']","['13:13.47', '13:47.61']"
Cole Hocker,[2021],['FR-1'],['4'],['13:18.95']
Robert  Brandt,[2021],['SR-4'],['5'],['13:19.11']
Patrick  Dever,[2021],['SR-4'],['6'],['13:19.85']
Alex  Masai,[2021],['JR-3'],['10'],['13:24.68']
Dylan Jacobs,"[2021, 2022]","['SO-2', 'JR-3']","['11', '17']","['13:25.65', '13:39.21']"
Isaac Green,[2021],['SR-4'],['12'],['13:27.26']
Wesley Kiptoo,[2021],['SO-2'],['13'],['13:30.87']
Eric  Hamer,[2021],['SR-4'],['14'],['13:31.27']
Charles Hicks,"[2021, 2023]","['FR-1', 'JR-3']","['15', '6']","['13:33.89', '14:09.03']"
Casey Clinger,"[2021, 2022, 2023]","['FR-1', 'SO-2', 'JR-3']","['16', '10', '11']","['13:34.56', '13:33.20', '14:12.54']"
James Mwaura,"[2021, 2023]","['SO-2', 'SR-4']","['17', '10']","['13:36.43', '14:11.82']"
Olin  Hacker,"[2021, 2022]","['SR-4', 'SR-4']","['19', '1']","['13:44.53', '13:27.73']"
Zach Facioni,"[2021, 2022, 2023]","['SO-2', 'JR-3', 'SR-4']","['23', '11', '21']","['13:58.26', '13:33.46', '14:37.57']"
Nico Young,"[2022, 2023]","['SO-2', 'JR-3']","['3', '8']","['13:28.62', '14:10.17']"
Ky Robinson,"[2022, 2023]","['SO-2', 'JR-3']","['4', '1']","['13:30.23', '14:04.77']"
Sam Gilman,"[2022, 2023]","['JR-3', 'SR-4']","['5', '15']","['13:30.82', '14:19.91']"
Michael Power,[2022],['JR-3'],['6'],['13:31.23']
Brian Fay,"[2022, 2023]","['JR-3', 'SR-4']","['7', '9']","['13:31.39', '14:11.13']"
Alex Ostberg,[2022],['SR-4'],['8'],['13:31.60']
Cole Sprout,[2022],['SO-2'],['9'],['13:32.53']
Acer Iverson,[2022],['FR-1'],['12'],['13:34.01']
Aaron Bienenfeld,[2022],['SR-4'],['13'],['13:34.36']
Ahmed Muhumed,[2022],['SR-4'],['14'],['13:36.40']
Adriaan Wildschutt,[2022],['SR-4'],['16'],['13:37.60']
Vincent  Mauri,[2022],['SO-2'],['18'],['13:45.54']
Eric Van Der Els,[2022],['SR-4'],['20'],['13:48.37']
Ryan  Ford,[2022],['SR-4'],['21'],['13:50.03']
Matthew Pereira,[2022],['JR-3'],['22'],['13:53.09']
Cole Bullock,[2022],['SO-2'],['23'],['13:55.07']
Dan Schaffer,[2022],['SR-4'],['24'],['14:00.95']
Graham Blanks,[2023],['SO-2'],['2'],['14:06.53']
Jackson  Sharp,[2023],['JR-3'],['3'],['14:06.77']
Luke Tewalt,[2023],['SO-2'],['4'],['14:07.18']
Parker Wolfe,[2023],['SO-2'],['5'],['14:07.50']
Carter Solomon,[2023],['SO-2'],['7'],['14:09.57']
Yaseen Abdalla,[2023],['JR-3'],['12'],['14:14.16']
Toby Gillen,[2023],['SO-2'],['13'],['14:14.36']
Simon Bedard,[2023],['SR-4'],['14'],['14:19.10']
Nicholas Bendtsen,[2023],['SO-2'],['16'],['14:22.79']
Chandler Gibbens,[2023],['JR-3'],['17'],['14:24.71']
Antonio Lopez Segura,[2023],['SR-4'],['18'],['14:27.70']
David Mullarkey,[2023],['SO-2'],['19'],['14:28.89']
Eli Bennett,[2023],['JR-3'],['20'],['14:30.36']
Matt Strangio,[2023],['SO-2'],['22'],['14:45.44']
Brian Masai,[2023],['FR-1'],['23'],['14:49.31']
