,years_competed,classes_competed,finish_placements,finish_marks
Elinor Purrier,[2018],['SR-4'],['7'],['4:11.56']
Danae Rivers,"[2018, 2021]","['SO-2', 'SR-4']","['8', '4']","['4:12.36', '4:10.47']"
Grace Barnett,[2018],['SR-4'],['9'],['4:13.01']
Dillon McClintock,"[2018, 2019]","['SO-2', 'JR-3']","['10', '5']","['4:15.29', '4:13.57']"
Janelle Noe,[2018],['JR-3'],['11'],['4:20.37']
Martina Rodriguez,[2018],['SR-4'],['12'],['4:22.08']
Sinclaire  Johnson,[2019],['JR-3'],['1'],['4:05.98']
Lotte Black,[2019],['SO-2'],['4'],['4:13.02']
Ella Donaghu,"[2019, 2021]","['SO-2', 'JR-3']","['6', '3']","['4:13.62', '4:09.66']"
Jenny Celis,[2019],['SR-4'],['7'],['4:14.30']
Whittni Orton,[2019],['JR-3'],['8'],['4:14.73']
Jessica Lawson,[2019],['SO-2'],['10'],['4:16.04']
Molly Sughroue,[2019],['SR-4'],['11'],['4:18.06']
Julia Rizk,[2019],['SR-4'],['12'],['4:19.31']
Anna  Camp,[2021],['SR-4'],['1'],['4:08.53']
Sage Hurta,[2021],['SR-4'],['2'],['4:09.42']
Krissy Gear,"[2021, 2022]","['JR-3', 'SR-4']","['5', '4']","['4:11.01', '4:10.06']"
Micaela Degenero,"[2021, 2022]","['SR-4', 'SR-4']","['6', '2']","['4:11.26', '4:09.62']"
Amaris Tyynismaa,[2021],['FR-1'],['7'],['4:11.56']
Kelsey Harris,[2021],['SR-4'],['9'],['4:13.93']
Olivia Howell,"[2021, 2022, 2023]","['FR-1', 'SO-2', 'JR-3']","['10', '9', '8']","['4:15.56', '4:12.22', '4:11.54']"
Lauren Berman,[2021],['SR-4'],['11'],['4:16.37']
Maudie Skyring,[2021],['JR-3'],['12'],['4:21.04']
Sintayehu Vissa,[2022],['SO-2'],['1'],['4:09.42']
Julia Heymach,[2022],['SR-4'],['5'],['4:10.58']
Emily Mackay,[2022],['SR-4'],['6'],['4:11.10']
Shannon Flockhart,"[2022, 2023]","['FR-1', 'SO-2']","['7', '6']","['4:11.11', '4:10.78']"
Eusila Chepkemei,[2022],['SR-4'],['8'],['4:11.44']
Maia Ramsden,"[2022, 2023]","['FR-1', 'SO-2']","['10', '1']","['4:12.46', '4:08.60']"
Ellie Leather,[2022],['SR-4'],['11'],['4:13.37']
Melissa Tanaka,[2022],['JR-3'],['12'],['4:21.28']
Izzy Thornton-Bott,[2023],['JR-3'],['2'],['4:09.21']
Margot Appleton,[2023],['SO-2'],['3'],['4:09.30']
Klaudia Kazimierska,[2023],['FR-1'],['4'],['4:09.84']
Billah Jepkirui,[2023],['FR-1'],['5'],['4:10.17']
Katelyn Tuohy,[2023],['SO-2'],['7'],['4:11.40']
Abbe Goldstein,[2023],['SR-4'],['9'],['4:11.86']
Maddy Elmore,[2023],['FR-1'],['10'],['4:12.70']
Melissa Riggins,[2023],['SO-2'],['11'],['4:16.57']
Sophie O'Sullivan,[2023],['SO-2'],['12'],['4:22.81']
